PartitionKey,RowKey,Valdistrikt_namn,Vallokal_namn,Adress,Postnr,Postort,Latitud,Longitud,Adress_geo
1,1904,S:t Göran 4 Kristinebergsparken,Kungsholmens västra gymn,Konradsbergsgatan 1,112 59,Stockholm,59.3289338,18.0139941,Konradsbergsgatan 1
1,1905,S:t Göran 5 Kristinebergs strand,Thorildsplans Gymnasium,Drottningholmsvägen 82,112 42,Stockholm,59.3317628,18.013205,Drottningholmsvägen 82
1,1906,S:t Göran 6 Geijersvägen mm,Thorildsplans Gymnasium,Drottningholmsvägen 82,112 42,Stockholm,59.3317628,18.013205,Drottningholmsvägen 82
1,1907,S:t Göran 7 Marieberg S,Klastorpsskolan,Atterbomsvägen 1,112 58,Stockholm,59.326828,18.0111072,Atterbomsvägen 1
1,1908,S:t Göran 8 Rålambshov,Kungsholmens västra gymn,Konradsbergsgatan 1,112 42,Stockholm,59.3289338,18.0139941,Konradsbergsgatan 1
1,1909,S:t Göran 9 Stadshagen,Thorildsplans gymnasium,Drottningholmsvägen 82,112 42,Stockholm,59.3317628,18.013205,Drottningholmsvägen 82
1,1910,S:t Göran 10 Svarvargatan mm,S:t Eriks gymnasium,Polhemsgatan 35,104 20,Stockholm,59.3347537,18.0370624,Polhemsgatan 35
1,1911,S:t Göran 11 Industrigatan mm,S:t Eriks gymnasium,Polhemsgatan 35,104 20,Stockholm,59.3347537,18.0370624,Polhemsgatan 35
1,1912,S:t Göran 12 Tullmuseet,S:t Eriks gymnasium,Polhemsgatan 35,104 20,Stockholm,59.3347537,18.0370624,Polhemsgatan 35
1,1913,S:t Göran 13 Fridhemsplan västra,Kungsholmens gymnasium,Hantverkargatan 67-69,112 38,Stockholm,59.3300547,18.0347186,Hantverkargatan 67-69
1,1914,S:t Göran 14 Kronobergsg. norra mm,S:t Eriks Gymnasium,Polhemsgatan 35,104 20,Stockholm,59.3347537,18.0370624,Polhemsgatan 35
1,1915,S:t Göran 15 Fridhemsplan södra,Kungsholmens gymnasium,Hantverkargatan 67-69,112 38,Stockholm,59.3300547,18.0347186,Hantverkargatan 67-69
1,1916,S:t Göran 16 Sysslomansgatan mm,Kungsholmens västra gymn,Kondradsbergsgatan 1,112 59,Stockholm,59.3289338,18.0139941,Kondradsbergsgatan 1
1,1917,S:t Göran 17 Kv Karlsvik mm,Kungsholmens gymnasium,Hantverkargatan 67-69,112 38,Stockholm,59.3300547,18.0347186,Hantverkargatan 67-69
1,1918,S:t Göran 18 Fridhemsplan östra,S:t Eriks gymnasium,Polhemsgatan 35,104 20,Stockholm,59.3347537,18.0370624,Polhemsgatan 35
1,1919,S:t Göran 19 Sankt Görans sjukhus,Thorildsplans gymnasium,Drottningholmsvägen 82,112 42,Stockholm,59.3317628,18.013205,Drottningholmsvägen 82
1,1920,S:t Göran 20 Västermalmsgallerian,S:t Eriks gymnasium,Polhemsgatan 35,104 20,Stockholm,59.3347537,18.0370624,Polhemsgatan 35
1,1921,S:t Göran 21 Fredhäll mellersta,Klastorpsskolan,Atterbomsvägen 1,112 58,Stockholm,59.326828,18.0111072,Atterbomsvägen 1
1,1922,S:t Göran 22 Thorildsplan,Thorildsplans gymnasium,Drottningholmsvägen 82,112 42,Stockholm,59.3317628,18.013205,Drottningholmsvägen 82
1,1923,S:t Göran 23 Hornsberg Ö,Thorildsplans gymnasium,Drottningholmsvägen 82,112 42,Stockholm,59.3317628,18.013205,Drottningholmsvägen 82
1,1924,S:t Göran 24 Kristineberg S,Kungsholmens västra gymn,Konradsbergsgatan 1,112 59,Stockholm,59.3289338,18.0139941,Konradsbergsgatan 1
1,1925,S:t Göran 25 Hornsbergs strand,Thorildsplans gymnasium,Drottningholmsvägen 82,112 42,Stockholm,59.3317628,18.013205,Drottningholmsvägen 82
2,2101,Brännkyrka 1 Västertorpshallen,Västertorps Grundskola,Störtloppsvägen 2,129 46,Hägersten,59.2915935,17.96932,Störtloppsvägen 2
2,2102,Brännkyrka 2 Västertorpsparken,Västertorps Grundskola,Störtloppsvägen 2,129 46,Hägersten,59.2915935,17.96932,Störtloppsvägen 2
2,2103,Brännkyrka 3 Västertorp C,Västertorps Grundskola,Störtloppsvägen 2,129 46,Hägersten,59.2915935,17.96932,Störtloppsvägen 2
2,2104,Brännkyrka 4 Västertorp V,Västertorps Grundskola,Störtloppsvägen 2,129 46,Hägersten,59.2915935,17.96932,Störtloppsvägen 2
2,2105,Brännkyrka 5 Fruängen Ö,Fruängens skola,Fruängsgatan 57-61,129 07,Hägersten,59.2847996,17.9627511,Fruängsgatan 57-61
2,2106,Brännkyrka 6 Fruängen mellersta,Fruängens skola,Fruängsgatan 57-61,129 07,Hägersten,59.2847996,17.9627511,Fruängsgatan 57-61
2,2107,Brännkyrka 7 Fruängen N,Fruängens skola,Fruängsgatan 57-61,129 07,Hägersten,59.2847996,17.9627511,Fruängsgatan 57-61
2,2108,Brännkyrka 8 Fruängen S,Fruängens skola,Fruängsgatan 57-61,129 07,Hägersten,59.2847996,17.9627511,Fruängsgatan 57-61
2,2109,Brännkyrka 9 Herrängen V,Herrängens Skola,Konvaljestigen 15,125 55,Älvsjö,59.2751601,17.9722856,Konvaljestigen 15
2,2110,Brännkyrka 10 Långbro park,Johan Skytteskolan,Västerängsvägen 19,125 58,Älvsjö,59.2770478,17.9839855,Västerängsvägen 19
2,2111,Brännkyrka 11 Långsjö S,Herrängens Skola,Konvaljestigen 15,125 55,Älvsjö,59.2751601,17.9722856,Konvaljestigen 15
2,2112,Brännkyrka 12 Älvsjö station,Kämpetorpsskolan,Kedjevägen 57,126 41,Hägersten,59.2839342,17.9956776,Kedjevägen 57
2,2113,Brännkyrka 13 Långbrogårdsparken,Johan Skytteskolan,Västerängsvägen 19,125 58,Älvsjö,59.2770478,17.9839855,Västerängsvägen 19
2,2114,Brännkyrka 14 Långbro V,Johan Skytteskolan,Västerängsvägen 19,125 58,Älvsjö,59.2770478,17.9839855,Västerängsvägen 19
2,2115,Brännkyrka 15 Långbro Ö,Kämpetorpsskolan,Kedjevägen 57,126 41,Hägersten,59.2839342,17.9956776,Kedjevägen 57
2,2116,Brännkyrka 16 Sten Stures väg mm,Johan Skytteskolan,Västerängsvägen 19,125 58,Älvsjö,59.2770478,17.9839855,Västerängsvägen 19
2,2117,Brännkyrka 17 Kristallvägen mm,Solbergaskolan,Lerkrogsvägen 28,126 70,Hägersten,59.290293,18.0057488,Lerkrogsvägen 28
2,2118,Brännkyrka 18 Klacktorget mm,Solbergaskolan,Lerkrogsvägen 28,126 70,Hägersten,59.290293,18.0057488,Lerkrogsvägen 28
2,2119,Brännkyrka 19 Solberga C,Solbergaskolan,Lerkrogsvägen 28,126 70,Hägersten,59.290293,18.0057488,Lerkrogsvägen 28
2,2120,Brännkyrka 20 Liseberg,Sjöängsskolan,Gripsholmsvägen 29,125 35,Älvsjö,59.2807866,18.0277358,Gripsholmsvägen 29
2,2121,Brännkyrka 21 Örby Slott,Sjöängsskolan,Gripsholmsvägen 29,125 35,Älvsjö,59.2807866,18.0277358,Gripsholmsvägen 29
2,2122,Brännkyrka 22 Östbergahöjden,Östbergaskolan,Östbergabackarna 53,125 73,Älvsjö,59.2892331,18.0338408,Östbergabackarna 53
2,2123,Brännkyrka 23 Gamla Östberga,Östbergaskolan,Östbergabackarna 53,125 73,Älvsjö,59.2892331,18.0338408,Östbergabackarna 53
2,2124,Brännkyrka 24 Östbergabackarna,Östbergaskolan,Östbergabackarna 53,125 73,Älvsjö,59.2892331,18.0338408,Östbergabackarna 53
2,2125,Brännkyrka 25 Herrängen Ö,Herrängens skola,Konvaljestigen 15,125 55,Älvsjö,59.2751601,17.9722856,Konvaljestigen 15
2,2126,Brännkyrka 26 Långsjö N,Herrängens skola,Konvaljestigen 15,125 55,Älvsjö,59.2751601,17.9722856,Konvaljestigen 15
2,2127,Brännkyrka 27 Fruängen V,Fruängens skola,Fruängsgatan 57-61,129 07,Hägersten,59.2847996,17.9627511,Fruängsgatan 57-61
2,2128,Brännkyrka 28 Kämpetorp,Kämpetorpsskolan,Kedjevägen 57,126 41,Hägersten,59.2839342,17.9956776,Kedjevägen 57
2,2301,Vantör 1 Stureby N,Sturebyskolan,Bastuhagsvägen 20,122 42,Enskede,59.2767332,18.0452004,Bastuhagsvägen 20
2,2302,Vantör 2 Sturebyhöjden,Sturebyskolan,Bastuhagsvägen 20,122 42,Enskede,59.2767332,18.0452004,Bastuhagsvägen 20
2,2303,Vantör 3 Stureby C,Sturebyskolan,Bastuhagsvägen 20,122 42,Enskede,59.2767332,18.0452004,Bastuhagsvägen 20
2,2304,Vantör 4 Stureby S,Sturebyskolan,Bastuhagsvägen 20,122 42,Enskede,59.2767332,18.0452004,Bastuhagsvägen 20
2,2305,Vantör 5 Bandhagen mellersta,Bandhagens Skola,Trollesundsvägen 66,124 57,Bandhagen,59.264274,18.0513553,Trollesundsvägen 66
2,2306,Vantör 6 Bandhagen Ö,Bandhagens skola,Trollesundsvägen 66,124 57,Bandhagen,59.264274,18.0513553,Trollesundsvägen 66
2,2307,Vantör 7 Bäckahagen,Bäckahagens Skola,Skebokvarnsvägen 55,124 33,Bandhagen,59.2683639,18.0435398,Skebokvarnsvägen 55
2,2308,Vantör 8 Högdalen Ö,Bandhagens Skola,Trollesundsvägen 66,124 57,Bandhagen,59.264274,18.0513553,Trollesundsvägen 66
2,2309,Vantör 9 Högdalen mellersta,Bäckahagens skola,Skebokvarnsvägen 55,124 33,Bandhagen,59.2683639,18.0435398,Skebokvarnsvägen 55
2,2310,Vantör 10 Högdalen V,Förskolan Gläntan,Önskehemsgatan 13,124 54,Bandhagen,59.2655565,18.0386942,Önskehemsgatan 13
2,2311,Vantör 11 Högdalen C,Bandhagens skola,Trollesundsvägen 66,124 57,Bandhagen,59.264274,18.0513553,Trollesundsvägen 66
2,2312,Vantör 12 Skebokvarnsv. västra mm,Förskolan Gläntan,Önskehemsgatan 13,124 54,Bandhagen,59.2655565,18.0386942,Önskehemsgatan 13
2,2313,Vantör 13 Örby V,Örbyskolan,Gamla Huddingevägen 425,125 42,Älvsjö,59.274674,18.0279703,Gamla Huddingevägen 425
2,2314,Vantör 14 Örby S,Örbyskolan,Gamla Huddingevägen 425,125 42,Älvsjö,59.274674,18.0279703,Gamla Huddingevägen 425
2,2315,Vantör 15 Örby N,Örbyskolan,Gamla Huddingevägen 425,125 42,Älvsjö,59.274674,18.0279703,Gamla Huddingevägen 425
2,2316,Vantör 16 Snösätrahöjden,Snösätraskolan,Vallhornsgatan 21,124 61,Bandhagen,59.2558897,18.031406,Vallhornsgatan 21
2,2317,Vantör 17 Gillerbacken mm,Snösätraskolan,Vallhornsgatan 21,124 61,Bandhagen,59.2558897,18.031406,Vallhornsgatan 21
2,2318,Vantör 18 Rågsveds N,Rågsvedsskolan,Rågsveds Skolgränd 8,124 65,Bandhagen,59.2582042,18.0246169,Rågsveds Skolgränd 8
2,2319,Vantör 19 Rågsved V,Rågsvedsskolan,Rågsveds Skolgränd 8,124 65,Bandhagen,59.2582042,18.0246169,Rågsveds Skolgränd 8
2,2320,Vantör 20 Rågsveds Ö,Snösätraskolan,Vallhornsgatan 21,124 61,Bandhagen,59.2558897,18.031406,Vallhornsgatan 21
2,2321,Vantör 21 Hagsätra Ö,Hagsätraskolan,Glanshammarsgatan 11-15,124 70,Bandhagen,59.2639131,18.0166168,Glanshammarsgatan 11-15
2,2322,Vantör 22 Hagsätra C,Hagsätraskolan,Glanshammarsgatan 11-15,124 70,Bandhagen,59.2639131,18.0166168,Glanshammarsgatan 11-15
2,2323,Vantör 23 Hagsätra V,Hagsätraskolan,Glanshammarsgatan 11-15,124 70,Bandhagen,59.2639131,18.0166168,Glanshammarsgatan 11-15
2,2324,Vantör 24 Ormkärr,Hagsätraskolan,Glanshammarsgatan 11-15,124 70,Bandhagen,59.2639131,18.0166168,Glanshammarsgatan 11-15
2,2325,Vantör 25 Hagsätra N,Hagsätraskolan,Glanshammarsgatan 11-15,124 70,Bandhagen,59.2639131,18.0166168,Glanshammarsgatan 11-15
2,2326,Vantör 26 Rågsved C,Rågsvedsskolan,Rågsveds skolgränd 8,124 65,Bandhagen,59.2582042,18.0246169,Rågsveds skolgränd 8
2,2327,Vantör 27 Bandhagen C,Bäckahagens skola,Skebokvarnsvägen 55,124 33,Bandhagen,59.2683639,18.0435398,Skebokvarnsvägen 55
2,2328,Vantör 28 Rågsveds S,Snösätraskolan,Vallhornsgatan 21,124 61,Bandhagen,59.2558897,18.031406,Vallhornsgatan 21
2,2501,Farsta 1 Svedmyra N,Tallkrogens Skola,Torögatan 59-65,122 65,Enskede,59.2731206,18.0766119,Torögatan 59-65
2,2502,Farsta 2 Svedmyra S,Tallkrogens Skola,Torögatan 59-65,122 65,Enskede,59.2731206,18.0766119,Torögatan 59-65
2,2503,Farsta 3 Tallkrogen N,Tallkrogens Skola,Torögatan 59-65,122 65,Enskede,59.2731206,18.0766119,Torögatan 59-65
2,2504,Farsta 4 Olympiaområdet,Gubbängsskolan,Gubbängsvägen 63-69,122 45,Enskede,59.2617643,18.0936323,Gubbängsvägen 63-69
2,2505,Farsta 5 Gubbängen Ö,Gubbängsskolan,Gubbängsvägen 63-69,122 45,Enskede,59.2617643,18.0936323,Gubbängsvägen 63-69
2,2506,Farsta 6 Gubbängen C,Gubbängsskolan,Gubbängsvägen 63-69,122 45,Enskede,59.2617643,18.0936323,Gubbängsvägen 63-69
2,2507,Farsta 7 Gubbängen V,Gubbängsskolan,Gubbängsvägen 63-69,122 45,Enskede,59.2617643,18.0936323,Gubbängsvägen 63-69
2,2508,Farsta 8 Veckodagsområdet,Skönstaholmsskolan,Lördagsvägen 20,123 60,Farsta,59.2578561,18.0955692,Lördagsvägen 20
2,2509,Farsta 9 Russinvägen mm,Skönstaholmsskolan,Lördagsvägen 20,123 60,Farsta,59.2578561,18.0955692,Lördagsvägen 20
2,2510,Farsta 10 Kryddhyllan,Hökarängsskolan,Fagersjövägen 18,123 58,Farsta,59.2559069,18.0762247,Fagersjövägen 18
2,2511,Farsta 11 Fagerlid,Hökarängsskolan,Fagersjövägen 18,123 58,Farsta,59.2559069,18.0762247,Fagersjövägen 18
2,2512,Farsta 12 Hauptvägen mm,Hökarängsskolan,Fagersjövägen 18,123 58,Farsta,59.2559069,18.0762247,Fagersjövägen 18
2,2513,Farsta 13 Fagersjö yttre,Fagersjöskolan,Havsörnsgränd 16,123 49,Farsta,59.2456749,18.0621979,Havsörnsgränd 16
2,2514,Farsta 14 Tallkrogen V,Gubbängsskolan,Gubbängsvägen 63-69,122 45,Enskede,59.2617643,18.0936323,Gubbängsvägen 63-69
2,2515,Farsta 15 Farsta Strand V,Magelungsskolan,Ullerudsbacken 39,123 73,Farsta,59.232834,18.104888,Ullerudsbacken 39
2,2516,Farsta 16 Farsta Strand C,Magelungsskolan,Ullerudsbacken 39,123 73,Farsta,59.232834,18.104888,Ullerudsbacken 39
2,2517,Farsta 17 Farsta Strand Ö,Magelungsskolan,Ullerudsbacken 39,123 73,Farsta,59.232834,18.104888,Ullerudsbacken 39
2,2518,Farsta 18 Larsboda,Hästhagsskolan,Torsbygatan 31-37,123 41,Farsta,59.2426356,18.0977167,Torsbygatan 31-37
2,2519,Farsta 19 Kristinehamnsgatan mm,Hästhagsskolan,Torsbygatan 31-37,123 41,Farsta,59.2426356,18.0977167,Torsbygatan 31-37
2,2520,Farsta 20 Östmarksg-Ekebergabacken,Hästhagsskolan,Torsbygatan 31-37,123 41,Farsta,59.2426356,18.0977167,Torsbygatan 31-37
2,2521,Farsta 21 Farsta C,Hästhagsskolan,Torsbygatan 31-37,123 41,Farsta,59.2426356,18.0977167,Torsbygatan 31-37
2,2522,Farsta 22 Farstaängen,Kvickenstorpsskolan,Kvickensvägen 9,123 34,Farsta,59.2507779,18.0953387,Kvickensvägen 9
2,2523,Farsta 23 Nykroppagatan mm,Kvickenstorpsskolan,Kvickensvägen 9,123 34,Farsta,59.2507779,18.0953387,Kvickensvägen 9
2,2524,Farsta 24 Värmlandsvägen mm,Kvickenstorpsskolan,Kvickensvägen 9,123 34,Farsta,59.2507779,18.0953387,Kvickensvägen 9
2,2525,Farsta 25 Sköndal V,Sköndalsskolan,Perstorpsvägen 75,128 67,Sköndal,59.2562978,18.1076402,Perstorpsvägen 75
2,2526,Farsta 26 Norra Sköndal,Sandåkraskolan,Pepparkaksgränd 2-4,128 66,Sköndal,59.26067,18.116903,Pepparkaksgränd 2-4
2,2527,Farsta 27 Dalbrobranten mm,Sköndalsskolan,Perstorpsvägen 75,128 67,Sköndal,59.2562978,18.1076402,Perstorpsvägen 75
2,2528,Farsta 28 Stora och Lilla Sköndal,Sandåkraskolan,Pepparkaksgränd 2-4,128 67,Sköndal,59.26067,18.116903,Pepparkaksgränd 2-4
2,2529,Farsta 29 Sköndal C,Sköndalsskolan,Perstorpsvägen 75,128 67,Sköndal,59.2562978,18.1076402,Perstorpsvägen 75
2,2530,Farsta 30 Torsbygatan mm,Hästhagsskolan,Torsbygatan 31-37,123 41,Farsta,59.2426356,18.0977167,Torsbygatan 31-37
2,2531,Farsta 31 Fagersjö inre,Fagersjöskolan,Havsörnsgränd 16,123 49,Farsta,59.2456749,18.0621979,Havsörnsgränd 16
2,2532,Farsta 32 Västboda,Kvickenstorpsskolan,Kvickensvägen 9,123 34,Farsta,59.2507779,18.0953387,Kvickensvägen 9
2,2701,Bromma 1 Abrahamsberg S,Abrahamsbergsskolan,Gustav III:s Väg 2-10,168 30,Bromma,59.3348671,17.9501714,Gustav III:s Väg 2-10
2,2702,Bromma 2 Abrahamsberg N,Abrahamsbergsskolan,Gustav III:s Väg 2-10,168 30,Bromma,59.3348671,17.9501714,Gustav III:s Väg 2-10
2,2703,Bromma 3 Åkeslund Ö,Abrahamsbergsskolan,Gustav III:s Väg 2-10,168 30,Bromma,59.3348671,17.9501714,Gustav III:s Väg 2-10
2,2704,Bromma 4 Riksby N,Nya Elementars skola,Bergslagsvägen 80,168 55,Bromma,59.3426371,17.9262945,Bergslagsvägen 80
2,2705,Bromma 5 Åkeshov,Nya Elementars skola,Bergslagsvägen 80,168 55,Bromma,59.3426371,17.9262945,Bergslagsvägen 80
2,2706,Bromma 6 Riksby V-Brommaplan,Nya Elementars skola,Bergslagsvägen 80,168 55,Bromma,59.3426371,17.9262945,Bergslagsvägen 80
2,2707,Bromma 7 Riksby Ö,Nya Elementars skola,Bergslagsvägen 80,168 55,Bromma,59.3426371,17.9262945,Bergslagsvägen 80
2,2708,Bromma 8 Kyrksjön,Norra Ängby Skola,Vultejusvägen 20,168 56,Bromma,59.3489265,17.9073192,Vultejusvägen 20
2,2709,Bromma 9 Bromma kyrka,Norra Ängby Skola,Vultejusvägen 20,168 56,Bromma,59.3489265,17.9073192,Vultejusvägen 20
2,2710,Bromma 10 Beckomberga S,Norra Ängby Skola,Vultejusvägen 20,168 56,Bromma,59.3489265,17.9073192,Vultejusvägen 20
2,2711,Bromma 11 Norra Ängby mellersta,Norra Ängby Skola,Vultejusvägen 20,168 56,Bromma,59.3489265,17.9073192,Vultejusvägen 20
2,2712,Bromma 12 Norra Ängby Ö,Norra Ängby Skola,Vultejusvägen 20,168 56,Bromma,59.3489265,17.9073192,Vultejusvägen 20
2,2713,Bromma 13 Norra Ängby V,Norra Ängby Skola,Vultejusvägen 20,168 56,Bromma,59.3489265,17.9073192,Vultejusvägen 20
2,2714,Bromma 14 Blackeberg V,Blackebergsskolan,Björnsonsgatan 132,168 44,Bromma,59.3479619,17.8796969,Björnsonsgatan 132
2,2715,Bromma 15 Blackeberg mellersta,Blackebergsskolan,Björnsonsgatan 132,168 44,Bromma,59.3479619,17.8796969,Björnsonsgatan 132
2,2716,Bromma 16 Blackeberg S,Blackebergsskolan,Björnsonsgatan 132,168 44,Bromma,59.3479619,17.8796969,Björnsonsgatan 132
2,2717,Bromma 17 Blackeberg Ö,Blackebergsskolan,Björnsonsgatan 132,168 44,Bromma,59.3479619,17.8796969,Björnsonsgatan 132
2,2718,Bromma 18 Södra Ängby,Södra Ängby Skola,"Blackebergsvägen 100, ing H",168 51,Bromma,59.344793,17.8916735,Blackebergsvägen 100
2,2719,Bromma 19 Johannesfred Ö,Förskolan Leklust,Osmundsvägen 6,168 68,Bromma,59.3469617,17.9737354,Osmundsvägen 6
2,2720,Bromma 20 Johannesfred V,Förskolan Leklust,Osmundsvägen 6,168 68,Bromma,59.3469617,17.9737354,Osmundsvägen 6
2,2721,Bromma 21 Bällsta,Daghemmet Ankarstocksvägen,Ankarstocksvägen 12-14,168 64,Bromma,59.3668595,17.9297409,Ankarstocksvägen 12-14
2,2722,Bromma 22 Beckomberga N,Norra Ängby skola,Vulteljusvägen 20,168 56,Bromma,59.3489265,17.9073192,Vulteljusvägen 20
2,2723,Bromma 23 Mariehäll S,Förskolan Klintbacken,Klintbacken 11,168 65,Bromma,59.3599428,17.9542515,Klintbacken 11
2,2724,Bromma 24 Blackeberg N,Blackebergsskolan,Björnsonsgatan 132,168 44,Bromma,59.3479619,17.8796969,Björnsonsgatan 132
2,2725,Bromma 25 Lönnebergaparken mm,Förskolan Solbergsvägen,Solbergsvägen 65,168 66,Bromma,59.3602121,17.9486683,Solbergsvägen 65
2,2726,Bromma 26 Åkeslund V,Olovslundsskolan,Gustav III:s väg 59-61,167 72,Bromma,59.332495,17.9387753,Gustav III:s väg 59-61
2,2727,Bromma 27 Eneby,Norra Ängby skola,Vultejusvägen 20,168 56,Bromma,59.3489265,17.9073192,Vultejusvägen 20
2,2728,Bromma 28 Annedalsparken,Förskolan Solbergsvägen,Solbergsvägen 65 B,168 66,Bromma,59.3602121,17.9486683,Solbergsvägen 65 B
2,2729,Bromma 29 Linaberg,Förskolan Klintbacken,Klintbacken 11,168 65,Bromma,59.3599428,17.9542515,Klintbacken 11
2,2801,Essinge 1 Lilla Essingen mellersta,Förskolan Vita Villan,Primusgatan 103,112 67,Stockholm,59.3232459,18.0069392,Primusgatan 103
2,2802,Essinge 2 Lilla Essingen N,Förskolan Vita Villan,Primusgatan 103,112 67,Stockholm,59.3232459,18.0069392,Primusgatan 103
2,2803,Essinge 3 Stora Essingen S,Essinge Församlingsgård,Essinge Kyrkväg 11,112 65,Stockholm,59.3205552,17.9911095,Essinge Kyrkväg 11
2,2804,Essinge 4 Stora Essingen N,Essinge Församlingsgård,Essinge Kyrkväg 11,112 65,Stockholm,59.3205552,17.9911095,Essinge Kyrkväg 11
2,2805,Essinge 5 Stora Essingen Ö,Essinge Församlingsgård,Essinge Kyrkväg 11,112 65,Stockholm,59.3205552,17.9911095,Essinge Kyrkväg 11
2,2806,Essinge 6 Luxområdet,Förskolan Vita Villan,Primusgatan 103,112 67,Stockholm,59.3232459,18.0069392,Primusgatan 103
2,2901,Västerled 1 Smedslätten V,Äppelviksskolan,Alviksvägen 97,167 53,Bromma,59.3238716,17.974681,Alviksvägen 97
2,2902,Västerled 2 Äppelviken,Äppelviksskolan,Alviksvägen 97,167 53,Bromma,59.3238716,17.974681,Alviksvägen 97
2,2903,Västerled 3 Stora Mossen,Abrahamsbergsskolan,Gustav III:s väg 2-10,168 30,Bromma,59.3348671,17.9501714,Gustav III:s väg 2-10
2,2904,Västerled 4 Alvik,Alviksskolan,Tranebergsvägen 79,167 45,Bromma,59.3358017,17.9761317,Tranebergsvägen 79
2,2905,Västerled 5 Johannelund,Alviksskolan,Tranebergsvägen 79,167 45,Bromma,59.3358017,17.9761317,Tranebergsvägen 79
2,2906,Västerled 6 Traneberg S,Alviksskolan,Tranebergsvägen 79,167 45,Bromma,59.3358017,17.9761317,Tranebergsvägen 79
2,2907,Västerled 7 Traneberg Ö,Alviksskolan,Tranebergsvägen 79,167 45,Bromma,59.3358017,17.9761317,Tranebergsvägen 79
2,2908,Västerled 8 Minneberg,Alviksskolan,Tranebergsvägen 79,167 45,Bromma,59.3358017,17.9761317,Tranebergsvägen 79
2,2909,Västerled 9 Ulvsunda trädgårdsstad,Alviksskolan,Tranebergsvägen 79,167 45,Bromma,59.3358017,17.9761317,Tranebergsvägen 79
2,2910,Västerled 10 Nockebyhov V,Nockebyhovsskolan,Tyska Bottens väg 68,168 40,Bromma,59.3333985,17.9061251,Tyska Bottens väg 68
2,2911,Västerled 11 Olovslund -Nockebyhov Ö,Olovslundsskolan,Gustav III:s Väg 59-61,167 72,Bromma,59.332495,17.9387753,Gustav III:s Väg 59-61
2,2912,Västerled 12 Nockeby S,Olovslundsskolan,Gustav III:s Väg 59-61,167 72,Bromma,59.332495,17.9387753,Gustav III:s Väg 59-61
2,2913,Västerled 13 Nockeby N,Olovslundsskolan,Gustav III:s Väg 59-61,167 72,Bromma,59.332495,17.9387753,Gustav III:s Väg 59-61
2,2914,Västerled 14 Höglandet,Ålstensskolan,Nyängsvägen 72-80,167 64,Bromma,59.3257779,17.9575214,Nyängsvägen 72-80
2,2915,Västerled 15 Ålsten S,Ålstensskolan,Nyängsvägen 72-80,167 64,Bromma,59.3257779,17.9575214,Nyängsvägen 72-80
2,2916,Västerled 16 Ålsten N,Ålstensskolan,Nyängsvägen 72-80,167 64,Bromma,59.3257779,17.9575214,Nyängsvägen 72-80
2,2917,Västerled 17 Vidängsvägen mm,Alviksskolan,Tranebergsvägen 79,167 45,Bromma,59.3358017,17.9761317,Tranebergsvägen 79
2,2918,Västerled 18 Ulvsunda slott,Alviksskolan,Tranebergsvägen 79,167 45,Bromma,59.3358017,17.9761317,Tranebergsvägen 79
2,2919,Västerled 19 Smedslätten Ö,Äppelviksskolan,Alviksvägen 97,167 53,Bromma,59.3238716,17.974681,Alviksvägen 97
3,3101,Vällingby 1 Vällingby N,S:t Jacobi Gymn./Alazharsk.,Kirunagatan 22-28,162 68,Vällingby,59.3651082,17.8668261,Kirunagatan 22-28
3,3102,Vällingby 2 Vällingby V,S:t Jacobi Gymn./Alazharsk.,Kirunagatan 22-28,162 68,Vällingby,59.3651082,17.8668261,Kirunagatan 22-28
3,3103,Vällingby 3 Vällingby Ö,S:t Jacobi gymn./Alazharsk,Kirunagatan 22-28,162 68,Vällingby,59.3651082,17.8668261,Kirunagatan 22-28
3,3104,Vällingby 4 Vällingby C,S:t Jacobi Gymn./Alazharsk.,Kirunagatan 22-28,162 68,Vällingby,59.3651082,17.8668261,Kirunagatan 22-28
3,3105,Vällingby 5 Grimsta V,Grimstaskolan,Kanngjutargränd 12-22,162 57,Vällingby,59.3604415,17.8652008,Kanngjutargränd 12-22
3,3106,Vällingby 6 Grimsta Ö,Grimstaskolan,Kanngjutargränd 12-22,162 57,Vällingby,59.3604415,17.8652008,Kanngjutargränd 12-22
3,3107,Vällingby 7 Råcksta Ö,Vällingbyskolan,Offerdalsgatan 1-7,162 12,Vällingby,59.3632632,17.8811483,Offerdalsgatan 1-7
3,3108,Vällingby 8 Råcksta V,Vällingbyskolan,Offerdalsgatan 1-7,162 12,Vällingby,59.3632632,17.8811483,Offerdalsgatan 1-7
3,3109,Vällingby 9 Råcksta N,Vällingbyskolan,Offerdalsgatan 1-7,162 12,Vällingby,59.3632632,17.8811483,Offerdalsgatan 1-7
3,3110,Vällingby 10 Nälsta Ö,Vinstaskolan,Vinsta Skolgränd 3,162 70,Vällingby,59.3775713,17.8743225,Vinsta Skolgränd 3
3,3111,Vällingby 11 Nälsta V,Vinstaskolan,Vinsta Skolgränd 3,162 70,Vällingby,59.3775713,17.8743225,Vinsta Skolgränd 3
3,3112,Vällingby 12 Grimsta mellersta,Grimstaskolan,Kanngjutargränd 12-22,162 57,Vällingby,59.3604415,17.8652008,Kanngjutargränd 12-22
3,3113,Vällingby 13 Kälvesta V,Björnbodaskolan,Skogsnävegränd 3,162 45,Vällingby,59.3789104,17.8509558,Skogsnävegränd 3
